jumps_resolved_static,jumps_resolved_contextual,jumps_resolved_dynamic,jumps_unresolved_static,jumps_unresolved_contextual,jumps_unresolved_dynamic,uaa_no_target,uaa_unbounded,uaa_nonsound,term_stop,term_timeout,term_queue_full,term_max_depth,term_subsumed,term_invalid_opcode,term_stack_underflow,term_stack_overflow,term_stack_out_of_bound,term_op_error,uaa_total
547,0,0,0,0,1,0,0,1,422,0,0,0,78,30,0,0,0,0,1
374,0,0,0,0,11,0,0,11,280,0,0,0,85,12,0,0,0,0,11
388,0,0,0,0,1,0,0,1,341,0,0,0,40,3,0,0,0,1,1
995,0,0,0,0,14,0,0,14,599,0,0,0,286,110,0,0,0,0,14
405,0,0,0,0,2,0,0,2,341,0,0,0,44,17,0,0,0,0,2
1622,0,0,0,0,21,0,0,21,919,0,0,0,422,224,0,0,0,0,21
100,0,0,0,0,2,0,0,2,94,0,0,0,7,2,0,0,0,0,2
265,0,5,0,0,4,0,0,4,230,0,0,0,38,4,0,0,0,0,4
130,0,0,0,0,0,0,0,0,109,0,0,0,20,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,243,0,0,0,29,12,0,0,0,0,0
150,0,0,0,0,0,0,0,0,112,0,0,0,32,0,0,0,0,0,0
145,0,0,0,0,3,0,0,3,113,0,0,0,28,5,0,0,0,0,3
105,0,0,0,0,1,0,0,1,94,0,0,0,3,8,0,0,0,0,1
131,0,0,0,0,1,0,0,1,108,0,0,0,19,3,0,0,0,0,1
636,0,0,0,0,11,0,0,11,507,0,0,0,48,91,0,0,0,0,11
632,0,0,0,0,1,0,0,1,442,0,0,0,84,102,0,0,0,0,1
567,0,0,0,0,14,0,0,14,378,0,0,0,125,60,0,0,0,0,14
244,0,0,0,0,3,0,0,3,214,0,0,0,25,3,0,0,0,0,3
173,0,0,0,0,0,0,0,0,136,0,0,0,36,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,155,0,0,0,40,2,0,0,0,0,0
211,0,4,0,0,5,0,0,5,196,0,0,0,18,5,0,0,0,0,5
344,0,28,0,0,8,0,0,8,328,0,0,0,36,8,0,0,0,0,8
202,0,19,0,0,7,0,0,7,202,0,0,0,20,7,0,0,0,0,7
455,0,0,0,0,2,0,0,2,369,0,0,0,53,31,0,0,0,0,2
226,0,0,0,0,3,0,0,3,198,0,0,0,25,7,0,0,0,0,3
605,0,0,0,0,21,0,0,21,502,0,0,0,70,17,0,0,0,0,21
133,0,0,0,0,0,0,0,0,61,0,0,0,37,0,0,0,0,0,0
582,0,0,0,0,6,0,0,6,508,0,0,0,50,6,0,0,0,0,6
88,0,0,0,0,0,0,0,0,73,0,0,0,1,15,0,0,0,0,0
292,0,10,0,0,3,0,0,3,258,0,0,0,26,16,0,0,0,0,3
216,0,0,0,0,0,0,0,0,173,0,0,0,39,2,0,0,0,0,0
441,0,0,0,0,11,0,0,11,383,0,0,0,38,30,0,0,0,0,11
251,0,16,0,0,5,0,0,5,230,0,0,0,33,5,0,0,0,0,5
234,0,0,0,0,0,0,0,0,189,0,0,0,36,2,0,0,0,0,0
379,0,21,0,0,2,0,0,2,258,0,0,0,83,50,0,0,0,0,2
512,0,0,0,0,3,0,0,3,378,0,0,0,92,10,0,0,0,0,3
87,0,0,0,0,0,0,0,0,87,0,0,0,1,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,70,0,0,0,1,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,191,0,0,0,42,2,0,0,0,0,0
215,0,13,0,0,5,0,0,5,192,0,0,0,30,5,0,0,0,0,5
31,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,1,0,0,1,256,0,0,0,12,41,0,0,0,0,1
838,0,0,0,0,21,0,0,21,691,0,0,0,70,63,0,0,0,0,21
115,0,0,0,0,3,0,0,3,83,0,0,0,4,28,0,0,0,0,3
339,0,15,0,0,5,0,0,5,304,0,0,0,41,7,0,0,0,0,5
172,0,0,0,0,1,0,0,1,131,0,0,0,31,8,0,0,0,0,1
17,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
212,0,7,0,0,0,0,0,0,192,0,0,0,19,7,0,0,0,0,0
695,0,8,0,0,11,0,0,11,529,0,0,0,159,8,0,0,0,0,11
223,0,0,0,0,1,0,0,1,182,0,0,0,35,3,0,0,0,0,1
394,0,0,0,0,6,0,0,6,326,0,0,0,30,34,0,0,0,0,6
255,0,0,0,0,0,0,0,0,218,0,0,0,38,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,3,0,0,0,29,2,0,0,0,0,0
434,0,0,0,0,5,0,0,5,316,0,0,0,83,37,0,0,0,0,5
219,0,0,0,0,1,0,0,1,178,0,0,0,34,3,0,0,0,0,1
751,0,0,0,0,5,0,0,5,576,0,0,0,117,12,0,0,0,0,5
190,0,0,0,0,0,0,0,0,152,0,0,0,34,2,0,0,0,0,0
79,0,0,0,0,0,0,0,0,63,0,0,0,1,16,0,0,0,0,0
261,0,21,0,0,8,0,0,8,248,0,0,0,20,13,0,0,0,0,8
338,0,2,0,0,0,0,0,0,273,0,0,0,49,10,0,0,0,0,0
60,0,0,0,0,1,0,0,1,60,0,0,0,1,1,0,0,0,0,1
194,0,0,0,0,1,0,0,1,149,0,0,0,38,1,0,0,0,0,1
738,0,0,0,0,9,0,0,9,487,0,0,0,143,114,0,0,0,0,9
156,0,0,0,0,4,0,0,4,127,0,0,0,26,6,0,0,0,0,4
293,0,0,0,0,2,0,0,2,240,0,0,0,48,2,0,0,0,0,2
156,0,0,0,0,0,0,0,0,129,0,0,0,11,8,0,0,0,0,0
339,0,0,0,0,2,0,0,2,209,0,0,0,52,63,0,0,0,0,2
349,0,0,0,0,1,0,0,1,214,0,0,0,58,62,0,0,0,0,1
573,0,0,0,0,5,0,0,5,423,0,0,0,62,81,0,0,0,0,5
905,0,3,0,0,5,0,0,5,807,0,0,0,73,22,0,0,0,0,5
453,0,0,0,0,16,0,0,16,408,0,0,0,38,15,0,0,0,0,16
331,0,0,0,0,2,0,0,2,317,0,0,0,8,4,0,0,0,0,2
187,0,0,0,0,0,0,0,0,155,0,0,0,30,0,0,0,0,0,0
169,0,17,0,0,2,0,0,2,163,0,0,0,13,11,0,0,0,0,2
51,0,0,0,0,0,0,0,0,50,0,0,0,1,1,0,0,0,0,0
477,0,0,0,0,1,0,0,1,419,0,0,0,26,10,1,0,0,0,1
1002,0,11,0,0,2,0,0,2,733,0,0,0,237,18,0,0,0,0,2
711,0,0,0,0,7,0,0,7,462,0,0,0,212,28,0,0,0,0,7
373,0,6,0,0,4,0,0,4,288,0,0,0,54,30,1,0,0,0,4
376,0,0,0,0,2,0,0,2,291,0,0,0,60,12,0,0,0,0,2
361,0,0,0,0,4,0,0,4,302,0,0,0,37,21,0,0,0,0,4
386,0,0,0,0,3,0,0,3,300,0,0,0,73,3,0,0,0,0,3
651,0,3,0,0,21,0,0,21,445,0,0,0,165,53,0,0,0,0,21
236,0,0,0,0,1,0,0,1,196,0,0,0,34,3,0,0,0,0,1
273,0,0,0,0,0,0,0,0,231,0,0,0,34,7,0,0,0,0,0
100,0,0,0,0,2,0,2,0,94,0,0,0,1,8,0,0,0,0,2
297,0,0,0,0,1,0,0,1,266,0,0,0,21,3,0,0,0,0,1
181,0,0,0,0,0,0,0,0,102,0,0,0,76,1,0,0,0,0,0
163,0,0,0,0,1,0,0,1,125,0,0,0,34,3,0,0,0,0,1
149,0,0,0,0,0,0,0,0,147,0,0,0,3,0,0,0,0,0,0
1692,0,0,0,0,1,0,0,1,1074,0,0,0,564,9,0,0,0,0,1
290,0,0,0,0,0,0,0,0,219,0,0,0,65,2,0,0,0,0,0
106,0,0,0,0,2,0,0,2,104,0,0,0,2,3,0,0,0,0,2
355,0,0,0,0,3,0,0,3,294,0,0,0,44,20,0,0,0,0,3
177,0,0,0,0,1,0,0,1,116,0,0,0,29,33,0,0,0,0,1
185,0,0,0,0,3,0,0,3,178,0,0,0,1,6,0,0,0,0,3
285,0,12,0,0,2,0,0,2,253,0,0,0,29,14,0,0,0,1,2
217,0,0,0,0,0,0,0,0,178,0,0,0,36,0,0,0,0,0,0
222,0,7,0,0,3,0,0,3,185,0,0,0,23,16,0,0,0,0,3
234,0,0,0,0,0,0,0,0,189,0,0,0,37,2,0,0,0,0,0
224,0,0,0,0,5,0,0,5,193,0,0,0,18,5,0,0,0,0,5
169,0,0,0,0,0,0,0,0,137,0,0,0,33,0,0,0,0,0,0
232,0,0,0,0,1,0,0,1,197,0,0,0,30,1,0,0,0,0,1
312,0,0,0,0,3,0,0,3,245,0,0,0,45,15,0,0,0,0,3
1237,0,11,0,0,23,0,0,23,996,0,0,0,171,70,0,0,0,0,23
212,0,0,0,0,1,0,0,1,173,0,0,0,36,1,0,0,0,0,1
334,0,0,0,0,3,0,0,3,235,0,0,0,45,51,0,0,0,0,3
102,0,0,0,0,1,0,0,1,101,0,0,0,0,1,0,0,0,0,1
236,0,0,0,0,0,0,0,0,189,0,0,0,39,2,0,0,0,0,0
524,0,9,0,0,6,0,0,6,485,0,0,0,36,14,0,0,0,0,6
265,0,0,0,0,2,0,0,2,210,0,0,0,45,2,0,0,0,0,2
21,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,1,0,0,1,328,0,0,0,87,1,0,0,0,0,1
226,0,12,0,0,4,0,0,4,191,0,0,0,27,15,0,0,0,0,4
306,0,0,0,0,2,0,0,2,265,0,0,0,36,2,0,0,0,0,2
143,0,0,0,0,0,0,0,0,102,0,0,0,23,18,0,0,0,0,0
222,0,0,0,0,1,0,0,1,182,0,0,0,33,3,0,0,0,0,1
226,0,0,0,0,1,0,0,1,183,0,0,0,38,3,0,0,0,0,1
223,0,0,0,0,1,0,0,1,182,0,0,0,34,3,0,0,0,0,1
645,0,0,0,0,7,0,0,7,395,0,0,0,232,10,0,0,0,0,7
307,0,20,0,0,8,0,0,8,267,0,0,0,32,27,0,0,0,1,8
17,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
238,0,3,0,0,1,0,0,1,203,0,0,0,19,13,0,0,0,0,1
39,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,2,0,0,2,258,0,0,0,29,2,0,0,0,0,2
165,0,0,0,0,4,0,0,4,136,0,0,0,25,4,0,0,0,0,4
568,0,0,0,0,11,0,0,11,421,0,0,0,142,11,0,0,0,0,11
1421,0,0,0,0,12,0,0,12,955,0,0,0,325,126,0,0,0,0,12
170,0,0,0,0,2,0,0,2,139,0,0,0,26,2,0,0,0,0,2
165,0,0,0,0,10,0,10,0,131,0,0,0,31,8,0,0,0,0,10
123,0,0,0,0,1,0,0,1,109,0,0,0,3,10,0,0,0,0,1
236,0,0,0,0,0,0,0,0,187,0,0,0,41,2,0,0,0,0,0
203,0,0,0,0,6,0,0,6,155,0,0,0,20,35,0,0,0,0,6
1092,0,0,0,0,23,0,0,23,877,0,0,0,159,41,0,0,0,1,23
783,0,28,0,0,16,0,0,16,656,0,0,0,140,21,0,0,0,1,16
207,0,0,0,0,2,0,0,2,173,0,0,0,14,19,0,0,0,0,2
455,0,0,0,0,0,0,0,0,343,0,0,0,104,1,0,0,0,0,0
124,0,7,0,0,5,0,0,5,113,0,0,0,16,5,0,0,0,0,5
160,0,0,0,0,0,0,0,0,129,0,0,0,22,7,0,0,0,0,0
325,0,23,0,0,3,0,0,3,270,0,0,0,55,7,0,0,0,0,3
539,0,0,0,0,1,0,0,1,359,0,0,0,60,103,0,0,0,0,1
192,0,0,0,0,0,0,0,0,141,0,0,0,2,0,0,0,0,0,0
218,0,0,0,0,6,0,0,6,148,0,0,0,31,33,0,0,0,0,6
341,0,0,0,0,0,0,0,0,223,0,0,0,91,27,0,0,0,0,0
199,0,0,0,0,1,0,0,1,152,0,0,0,46,1,0,0,0,0,1
900,0,0,0,0,3,0,0,3,651,0,0,0,138,66,0,0,0,0,3
986,0,0,0,0,10,0,0,10,615,0,0,0,233,121,0,0,0,0,10
681,0,24,0,0,15,0,0,15,497,0,0,0,150,26,0,0,0,0,15
381,0,0,0,0,8,0,0,8,264,0,0,0,59,61,0,0,0,0,8
282,0,0,0,0,4,0,0,4,178,0,0,0,27,78,0,0,0,0,4
410,0,0,0,0,4,0,0,4,326,0,0,0,25,55,0,0,0,0,4
170,0,0,0,0,2,0,0,2,139,0,0,0,26,2,0,0,0,0,2
57,0,0,0,0,1,0,0,1,58,0,0,0,0,1,0,0,0,0,1
106,0,0,0,0,0,0,0,0,106,0,0,0,1,0,0,0,0,0,0
109,0,0,0,0,1,0,0,1,96,0,0,0,9,1,0,0,0,0,1
343,0,0,0,0,3,0,0,3,318,0,0,0,12,3,0,0,0,0,3
298,0,0,0,0,13,0,0,13,280,0,0,0,13,18,0,0,0,0,13
191,0,0,0,0,0,0,0,0,153,0,0,0,30,2,0,0,0,0,0
120,0,0,0,0,2,0,0,2,118,0,0,0,2,2,0,0,0,0,2
343,0,0,0,0,9,0,0,9,257,0,0,0,76,8,0,0,0,0,9
869,0,0,0,0,9,0,0,9,611,0,0,0,183,77,0,0,0,0,9
37,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
780,0,0,0,0,4,0,0,4,517,0,0,0,133,105,0,0,0,0,4
588,0,0,0,0,4,0,0,4,477,0,0,0,79,28,0,0,0,2,4
169,0,0,0,0,1,0,0,1,130,0,0,0,29,8,0,0,0,0,1
1465,0,0,0,0,16,0,0,16,877,0,0,0,572,10,0,0,0,0,16
1064,0,50,0,0,10,0,0,10,856,0,0,0,235,22,0,0,0,0,10
123,0,0,0,0,0,0,0,0,85,0,0,0,44,18,0,0,0,0,0
41,0,0,0,0,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0
102,0,0,0,0,1,0,0,1,96,0,0,0,3,4,0,0,0,0,1
550,0,0,0,0,1,0,0,1,395,0,0,0,49,75,0,0,0,0,1
165,0,0,0,0,0,0,0,0,124,0,0,0,36,2,0,0,0,0,0
118,0,0,0,0,0,0,0,0,116,0,0,0,3,0,0,0,0,0,0
218,0,0,0,0,1,0,0,1,180,0,0,0,31,3,0,0,0,0,1
203,0,0,0,0,1,0,0,1,168,0,0,0,31,1,0,0,0,0,1
646,0,0,0,0,9,0,0,9,507,0,0,0,85,29,0,0,0,0,9
1341,0,16,0,0,23,0,0,23,784,0,0,0,301,268,0,0,0,0,23
57,0,0,0,0,0,0,0,0,56,0,0,0,1,1,0,0,0,0,0
547,0,0,0,0,3,0,0,3,341,0,0,0,136,44,0,0,0,0,3
127,0,0,0,0,1,0,0,1,121,0,0,0,7,1,0,0,0,0,1
905,0,31,0,0,4,0,0,4,794,0,0,0,120,15,0,0,0,0,4
186,0,0,0,0,4,0,0,4,130,0,0,0,52,4,0,0,0,0,4
370,0,0,0,0,0,0,0,0,269,0,0,0,91,2,0,0,0,0,0
298,0,0,0,0,4,0,0,4,263,0,0,0,30,4,0,0,0,0,4
434,0,0,0,0,0,0,0,0,368,0,0,0,42,1,0,0,0,0,0
170,0,0,0,0,2,0,0,2,139,0,0,0,26,2,0,0,0,0,2
810,0,6,0,0,5,0,0,5,616,0,0,0,148,38,0,0,0,0,5
1601,0,14,0,0,16,0,0,16,1290,0,0,0,267,38,0,0,0,1,16
47,0,0,0,0,1,0,0,1,47,0,0,0,1,1,0,0,0,0,1
194,0,0,0,0,0,0,0,0,175,0,0,0,17,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,75,0,0,0,16,8,0,0,1,0,0
346,0,3,0,0,4,0,0,4,292,0,0,0,38,15,0,0,0,0,4
27,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,2,0,0,2,28,0,0,0,10,37,0,0,0,0,2
229,0,0,0,0,1,0,0,1,183,0,0,0,40,3,0,0,0,0,1
234,0,0,0,0,0,0,0,0,186,0,0,0,38,2,0,0,0,0,0
353,0,0,0,0,2,0,0,2,263,0,0,0,53,28,0,0,0,0,2
69,0,0,0,0,0,0,0,0,49,0,0,0,19,0,0,0,0,0,0
240,0,0,0,0,3,0,0,3,177,0,0,0,37,15,0,0,0,0,3
272,0,0,0,0,0,0,0,0,141,0,0,0,128,0,0,0,0,0,0
1000,0,0,0,0,8,0,0,8,630,0,0,0,237,120,0,0,0,0,8
884,0,0,0,0,7,0,0,7,612,0,0,0,253,26,0,0,0,0,7
245,0,9,0,0,4,0,0,4,219,0,0,0,29,8,0,0,0,0,4
107,0,0,0,0,0,0,0,0,87,0,0,0,19,0,0,0,0,0,0
241,0,0,0,0,2,0,0,2,205,0,0,0,35,2,0,0,0,0,2
504,0,0,0,0,3,0,0,3,302,0,0,0,161,36,0,0,0,0,3
431,0,0,0,0,1,0,0,1,303,0,0,0,86,8,0,0,0,0,1
280,0,0,0,0,3,0,0,3,230,0,0,0,25,29,0,0,0,0,3
276,0,0,0,0,0,0,0,0,235,0,0,0,39,19,0,0,0,0,0
322,0,0,0,0,6,0,0,6,314,0,0,0,8,6,0,0,0,0,6
646,0,0,0,0,6,0,0,6,452,0,0,0,149,41,0,0,0,0,6
557,0,0,0,0,7,0,0,7,489,0,0,0,58,7,0,0,0,0,7
349,0,0,0,0,9,0,0,9,324,0,0,0,11,9,0,0,0,0,9
164,0,13,0,0,1,0,0,1,162,0,0,0,11,1,0,0,0,0,1
353,0,0,0,0,2,0,0,2,215,0,0,0,62,63,0,0,0,0,2
230,0,0,0,0,0,0,0,0,167,0,0,0,59,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0
242,0,5,0,0,4,0,0,4,229,0,0,0,16,4,0,0,0,0,4
88,0,0,0,0,1,0,0,1,71,0,0,0,1,11,0,0,0,0,1
151,0,0,0,0,0,0,0,0,105,0,0,0,45,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,356,0,0,0,50,24,0,0,0,0,0
89,0,0,0,0,0,0,0,0,64,0,0,0,9,16,0,0,0,0,0
658,0,0,0,0,5,0,0,5,412,0,0,0,133,108,0,0,0,0,5
865,0,0,0,0,12,0,0,12,665,0,0,0,106,91,0,0,0,0,12
978,0,72,0,0,4,0,0,4,713,0,0,0,232,75,0,0,0,0,4
284,0,0,0,0,5,0,0,5,253,0,0,0,31,5,0,0,0,0,5
128,0,0,0,0,4,0,0,4,100,0,0,0,26,4,0,0,0,0,4
155,0,0,0,0,0,0,0,0,120,0,0,0,28,2,0,0,0,0,0
804,0,0,0,0,1,0,0,1,614,0,0,0,129,52,0,0,0,0,1
236,0,0,0,0,0,0,0,0,144,0,0,0,89,1,0,0,0,0,0
176,0,0,0,0,1,0,0,1,171,0,0,0,1,4,0,0,0,0,1
278,0,0,0,0,0,0,0,0,226,0,0,0,48,2,0,0,0,0,0
234,0,0,0,0,0,0,0,0,189,0,0,0,37,2,0,0,0,0,0
26,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
303,0,0,0,0,5,0,0,5,271,0,0,0,14,5,0,0,0,0,5
638,0,0,0,0,5,0,0,5,420,0,0,0,136,87,0,0,0,0,5
350,0,0,0,0,7,0,0,7,229,0,0,0,78,49,0,0,0,0,7
69,0,0,0,0,0,0,0,0,66,0,0,0,4,0,0,0,0,0,0
210,0,0,0,0,1,0,0,1,173,0,0,0,32,1,0,0,0,0,1
1036,0,0,0,0,13,0,0,13,833,0,0,0,199,8,0,0,0,0,13
302,0,0,0,0,0,0,0,0,263,0,0,0,32,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,4,0,0,4,176,0,0,0,27,4,0,0,0,0,4
29,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
1108,0,0,0,0,25,0,0,25,915,0,0,0,124,80,0,0,0,0,25
155,0,0,0,0,2,0,0,2,140,0,0,0,13,2,0,0,0,0,2
213,0,0,0,0,0,0,0,0,167,0,0,0,42,2,0,0,0,0,0
8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
603,0,0,0,0,2,0,0,2,362,0,0,0,213,14,0,0,0,0,2
324,0,23,0,0,4,0,0,4,270,0,0,0,53,8,0,0,0,0,4
165,0,0,0,0,4,0,0,4,136,0,0,0,25,4,0,0,0,0,4